SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month,rowID,CumOil_Category
-101.4742171,31.453534,-101.4742171,31.453534,LPI,12/22/2014,WOLFCAMP A,6700.0,1287.0,38.0,455.501,236.158,197.987,42.529,5135.813,,18432.385,0.052,3260.5647,0.454,0.011,2.6389,0.202,0.278,0.919,3.2063,40265.668,4691,Low
-101.758282,31.41363039,-101.7580275,31.41355711,PXD,10/28/2018,WOLFCAMP A,10022.0,2270.0,44.0,902.252,679.417,144.551,15.566,5829.296,,19904.201,0.057,3204.9161,0.442,0.011,3.021,0.21,0.18,0.794,7.3094,306923.0,2048,High
-102.4297546,32.17364555,-102.4297546,32.17364555,COP,6/27/2016,WOLFCAMP A,9836.0,1796.0,43.0,2000.0,914.201,500.0,500.0,6800.232,,14476.687,0.047,4119.7855,0.548,0.005,2.3061,0.17,0.313,0.96,5.5802,215332.2813,2735,Medium
-101.5285814,31.86844673,,,CPE,4/5/2018,WOLFCAMP A,10202.0,2028.0,54.0,697.994,686.898,9.653,12.611,5388.243,,18082.2765,0.059,2676.3101,0.308,0.02,2.7184,0.205,0.215,0.763,5.1977,212584.24,5919,Medium
-101.3345135,31.0276041,-101.3347089,31.05113287,QEP,11/21/2015,SPRABERRY LOWER SHALE,9934.0,1336.0,32.0,2000.0,600.164,163.789,500.0,6500.294,,28288.868,0.06,2712.9979,0.348,0.008,3.3332,0.23,0.08,0.856,4.4172,225949.3281,5468,Medium
-101.2901801,31.04264477,-101.2897505,31.04264579,HUNT,12/18/2018,WOLFCAMP A,7562.0,1564.0,38.0,24.974,181.148,283.916,342.548,5917.047,,22225.286,0.061,3287.4086,0.401,0.012,2.9593,0.218,0.168,0.886,4.6801,71088.4531,310,Low
-102.5322096,32.81494637,-102.5329229,32.81495666,OXY,6/6/2017,WOLFCAMP A,6752.0,1354.0,42.0,1331.546,1303.234,4.661,0.655,5068.79,,17069.15,0.056,3061.7573,0.559,0.008,2.4451,0.186,0.273,0.818,4.2624,524443.1875,5688,High
-101.787677,31.46108855,-101.7879813,31.46132655,COP,12/24/2015,WOLFCAMP A,10324.0,1709.0,46.0,1335.587,716.366,205.675,135.641,6369.724,,19837.92,0.031,4219.3071,0.319,0.01,1.898,0.142,0.465,0.914,5.6726,230343.2188,2347,Medium
-101.7563918,32.66758571,-101.7559709,32.66783544,CVX,2/21/2018,WOLFCAMP B,10282.0,1720.0,64.0,438.159,438.159,296.727,296.727,6961.904,316.688,10083.292,0.055,4528.8425,0.677,0.009,2.8959,0.17,0.233,0.962,5.5666,219116.2656,389,Medium
-101.9646855,32.34991343,-101.9646855,32.34991343,PXD,12/27/2018,WOLFCAMP B,10037.0,2258.0,40.0,754.8,754.8,8.164,8.164,6528.03,276.541,10615.784,0.058,4115.8203,0.602,0.007,2.8581,0.173,0.234,0.939,7.3608,332834.0,1289,High
-102.3474866,32.36366669,-102.3477537,32.36342192,FANG,3/8/2017,SPRABERRY LOWER SHALE,10250.0,1614.0,44.0,752.611,637.965,70.644,108.722,6579.574,,13038.446,0.06,3222.35,0.668,0.012,2.8044,0.225,0.101,0.827,5.794,461783.5625,5164,High
-102.3249999,32.01244104,-102.3249999,32.01244104,PXD,1/21/2016,WOLFCAMP B,9839.0,1620.0,41.0,544.629,544.629,4.2,4.2,6139.793,485.928,19297.292,0.058,3845.5723,0.607,0.005,8.1107,0.183,0.314,0.923,6.1685,213727.5313,494,Medium
-101.9136913,32.42915382,-101.9118908,32.42890585,PXD,10/29/2017,WOLFCAMP A,9629.0,2248.0,31.0,453.576,465.305,222.658,240.985,6379.554,,16883.225,0.057,3731.8483,0.487,0.006,2.7306,0.188,0.264,0.959,6.8965,221369.0,3866,Medium
-101.5760807,31.69946918,-101.5760418,31.69946536,COP,6/24/2017,WOLFCAMP B,10526.0,2212.0,64.0,1066.41,1226.97,58.787,14.657,6570.514,324.183,9008.418,0.041,4155.1964,0.513,0.008,2.1365,0.15,0.356,0.952,6.7686,219366.0313,3322,Medium
-101.7152545,31.75075143,-101.7231977,31.77999756,CVX,9/15/2016,WOLFCAMP B,9297.0,1309.0,30.0,659.924,639.475,41.342,80.735,6824.271,316.344,7748.189,0.037,3952.6741,0.51,0.008,2.6158,0.151,0.322,0.959,4.2489,142538.0,3402,Low
-102.1936839,32.05361453,-102.1936671,32.05336869,ENDVR,9/15/2018,WOLFCAMP B,9901.0,,,232.326,232.326,188.863,188.863,6550.246,231.658,19594.062,0.069,4035.6535,0.464,0.008,3.4164,0.196,0.18,0.964,5.6581,236799.0313,1779,Medium
-101.316883,30.85393589,-101.3169795,30.85394844,PXD,4/2/2017,WOLFCAMP B,9908.0,2568.0,73.0,930.614,930.614,0.623,0.623,6229.225,473.455,26367.914,0.056,3994.1211,0.428,0.014,2.9839,0.178,0.283,0.851,8.3296,239925.0,5381,Medium
-101.7797412,32.09170661,-101.7892045,32.12161205,PXD,4/2/2014,SPRABERRY LOWER,4462.0,1096.0,25.0,1379.77,908.6,500.0,16.124,5524.397,,4500.845,0.061,2043.2506,0.939,,2.7387,0.147,0.13,0.956,2.7164,85156.7891,1530,Low
-101.6750053,32.34754303,-101.6815968,32.37028307,OVV,4/19/2017,WOLFCAMP B,6170.0,1818.0,45.0,197.86,197.86,248.006,248.006,6868.049,361.816,19634.636,0.052,4311.255,0.401,0.015,3.0598,0.173,0.249,0.949,3.6749,212369.4219,3582,Medium
-101.296993,32.75565635,-101.2962906,32.75480603,PXD,1/27/2017,WOLFCAMP B,10602.0,1597.0,54.0,14.363,496.637,500.0,214.834,5918.71,490.176,15129.181,0.075,3644.8529,0.768,0.012,2.7232,0.199,0.254,0.938,6.7952,364013.8438,185,High
-102.2108866,32.28140008,-102.2109231,32.28140026,SUMMIT,6/13/2018,WOLFCAMP B,10052.0,1896.0,49.0,2000.0,627.894,36.119,500.0,6701.693,165.441,6521.583,0.038,3989.1453,0.49,0.008,2.0914,0.13,0.383,0.938,5.7165,230401.0313,114,Medium
-101.3779976,33.16060463,-101.3777873,33.1608354,FANG,2/6/2018,WOLFCAMP A,10330.0,,39.0,659.557,674.516,500.0,29.514,5603.173,,16919.829,0.053,2810.699,0.375,0.02,2.5821,0.191,0.232,0.887,5.4033,212376.0,5758,Medium
-101.6295874,32.63991657,-101.629376,32.64014899,SABLE,8/29/2018,WOLFCAMP B,8007.0,1877.0,58.0,695.218,695.218,78.333,78.333,5251.076,567.695,34658.643,0.067,3229.3333,0.401,0.038,2.7983,0.249,0.216,0.847,6.0296,121899.7813,5305,Low
-101.8217032,31.51336561,-101.8217032,31.51336561,COP,10/13/2017,SPRABERRY LOWER SHALE,11687.0,2206.0,56.0,626.86,677.993,51.772,4.28,6535.552,,18642.058,0.051,3416.7158,0.44,0.011,2.3376,0.213,0.18,0.918,7.2307,212064.3125,2584,Medium
-101.6339679,32.57528142,-101.6339679,32.57528142,SM,8/17/2018,WOLFCAMP A,10399.0,1860.0,50.0,667.31,239.767,140.768,101.618,5572.885,,24054.079,0.065,2854.7484,0.366,0.014,3.4775,0.229,0.133,0.763,5.6326,210816.625,214,Medium
-101.6281805,31.66881932,-101.62823,31.66882939,COP,1/23/2018,SPRABERRY MIDDLE,8535.0,2030.0,51.0,2000.0,1338.146,44.932,500.0,5464.995,,20940.817,0.065,1858.503,0.285,,2.6906,0.24,0.086,0.965,5.1858,214915.4375,3274,Medium
-101.9351677,31.74068789,-101.9351677,31.74068789,CRWNQST,2/2/2018,WOLFCAMP A,7627.0,1867.0,44.0,447.466,447.466,270.951,270.951,6456.741,,18369.6643,0.064,3090.2662,0.551,0.008,2.5818,0.229,0.093,0.972,4.6645,103488.0625,4228,Low
-101.6118833,31.94003832,-101.6118772,31.94004235,SABLE,3/21/2017,WOLFCAMP A,10216.0,1737.0,36.0,,,,,4470.174,,18140.382,0.08,2930.2422,0.721,0.011,3.2971,0.223,0.218,0.778,6.4815,62442.0,708,Low
-101.6702937,31.64297417,-101.6811862,31.66894826,CPE,11/17/2016,SPRABERRY LOWER SHALE,10061.0,1908.0,56.0,679.375,679.375,4.478,4.478,6400.736,,26486.386,0.053,3061.6091,0.341,0.007,3.0902,0.196,0.133,0.742,5.1746,211824.56,2231,Medium
-101.5074786,31.81734061,-101.5074764,31.81732977,APA,2/4/2015,WOLFCAMP A,4259.0,,25.0,2000.0,2000.0,500.0,500.0,5132.77,,16065.394,0.052,3001.8197,0.441,0.012,2.6776,0.192,0.284,0.842,2.9421,43828.75,741,Low
-101.9701835,31.18104815,-101.9700276,31.18103475,SM,1/23/2018,WOLFCAMP A,10318.0,1890.0,61.0,420.324,420.324,195.991,195.991,5744.861,,11690.643,0.053,3285.3116,0.667,0.026,2.3237,0.187,0.292,0.887,5.8464,292798.875,2516,High
-101.5285814,31.86844673,,,CPE,4/5/2018,WOLFCAMP A,10202.0,2028.0,54.0,697.994,686.898,9.653,12.611,5388.243,,18082.2765,0.059,2676.3101,0.308,0.02,2.7184,0.205,0.215,0.763,5.1977,212584.24,5919,Medium
-101.7582906,32.84439386,-101.7580067,32.84443669,FANG,7/28/2018,WOLFCAMP B,13005.0,,,233.525,233.525,318.145,318.145,6894.947,118.729,7097.043,0.056,3861.2286,0.549,0.004,2.6609,0.172,0.218,0.947,3.3744,362482.1563,3039,High
-101.9542798,32.16337694,-101.9544055,32.16262561,OXY,12/23/2014,SPRABERRY LOWER SHALE,6560.0,1253.0,4.0,,,,,6246.1509,,12278.368,0.023,3217.1625,0.241,0.006,1.5265,0.118,0.436,0.912,3.9236,62363.0898,3857,Low
-102.1228071,32.42033091,-102.1172267,32.39632988,PXD,1/26/2019,WOLFCAMP A,10487.0,1907.0,40.0,383.766,383.766,348.477,348.477,6031.654,,18139.238,0.053,3616.2534,0.395,0.009,2.6079,0.191,0.265,0.9,6.959,249672.6094,1495,High
-101.865678,31.40018928,-101.863397,31.39142094,XOM,9/20/2018,WOLFCAMP B,10264.0,1415.0,54.0,417.091,417.091,51.306,242.832,6848.005,331.403,16370.51,0.075,4884.1573,0.63,0.009,2.8786,0.164,0.271,0.943,5.6974,235523.5313,5113,Medium
-101.1041017,31.6331306,-101.1041017,31.6331306,ENDVR,5/15/2017,WOLFCAMP B,7051.0,1588.0,43.0,2000.0,678.812,206.03,500.0,6545.968,433.54,12092.931,0.047,4267.6105,0.671,0.014,2.4856,0.17,0.312,0.928,4.4472,230523.1406,2258,Medium
-101.8040822,30.91929083,-101.8048211,30.9194566,PXD,7/29/2018,WOLFCAMP B,10022.0,3224.0,72.0,838.31,838.31,8.258,8.258,6580.261,412.403,15829.272,0.073,3927.3847,0.673,0.014,2.6222,0.171,0.281,0.902,9.5331,219792.0,2906,Medium
-101.9446771,31.63327786,-101.9447132,31.63327496,PXD,12/6/2018,WOLFCAMP A,10172.0,1682.0,50.0,428.37,428.37,289.215,289.215,6624.215,,27489.14,0.057,3459.3892,0.303,0.007,2.7059,0.195,0.24,0.975,6.7548,242913.6094,4893,Medium
-102.0057047,32.85667073,-102.005702,32.85667016,EPE,10/30/2014,WOLFCAMP B,7977.0,1169.0,20.0,381.622,753.06,202.754,132.139,4815.397,496.951,9729.602,0.067,2939.8355,0.762,0.015,1.4994,0.223,0.287,0.825,4.4267,38358.125,5576,Low
-101.8336758,32.37509505,-101.823975,32.34631535,CVX,6/15/2018,WOLFCAMP B,9896.0,1667.0,62.0,1038.833,994.741,13.74,24.571,6735.775,267.768,9281.595,0.035,4208.043,0.501,0.016,2.1648,0.152,0.379,0.95,5.2751,317648.0625,1480,High
-101.7423922,32.67290349,-101.7424261,32.67290372,OVV,8/13/2017,WOLFCAMP A,9618.0,2586.0,55.0,604.094,604.094,3.291,3.291,4904.921,,28554.254,0.057,2644.9558,0.187,0.018,2.5753,0.197,0.209,0.882,5.7951,378237.0313,3016,High
-101.2569865,32.55655439,-101.2569987,32.55656457,PXD,8/14/2015,WOLFCAMP B,5805.0,1371.0,38.0,646.625,318.114,263.95,0.849,6362.188,289.735,8733.982,0.051,3867.996,0.698,0.014,2.9442,0.173,0.282,0.929,3.831,104949.9922,2788,Low
-102.3586871,32.18868191,-102.3586883,32.18890381,OVV,2/8/2017,WOLFCAMP A,7732.0,1970.0,50.0,,,,,6460.0137,,12304.38,0.047,3466.3091,0.593,0.019,2.2607,0.2,0.209,0.971,4.4975,477447.5938,12,High
-101.8224798,31.79297843,-101.8223977,31.79303915,HUNT,9/20/2018,SPRABERRY LOWER SHALE,10038.0,1403.0,40.0,11.551,331.105,203.224,394.981,5402.454,,20608.776,0.067,2041.7462,0.658,0.01,2.4663,0.23,0.165,0.825,5.5322,253342.9063,1741,High
-101.899201,32.94431145,-101.8992736,32.94425742,APA,12/18/2017,WOLFCAMP A,10380.0,1659.0,51.0,877.974,495.329,242.823,11.594,6512.699,,23744.482,0.06,4264.8585,0.575,0.013,3.0288,0.181,0.283,0.939,5.4601,214456.5,3011,Medium
-101.9330823,31.28629851,-101.9331107,31.28639691,SM,1/9/2017,WOLFCAMP A,7598.0,2265.0,57.0,537.057,946.787,21.43,36.97,5663.389,,5928.646,0.042,3081.1446,0.762,0.015,2.2391,0.168,0.351,0.891,4.8635,292165.8125,4997,High
-101.4955844,31.88000059,-101.4955959,31.87999204,QEP,7/23/2018,WOLFCAMP A,7535.0,1825.0,34.0,459.887,459.887,140.612,140.612,6655.913,,12934.793,0.05,3932.1791,0.483,0.015,2.4224,0.206,0.233,0.85,4.0782,72954.7734,5866,Low
-101.5418841,32.27713667,-101.5418751,32.27735678,PXD,3/31/2017,WOLFCAMP A,7608.0,2003.0,50.0,2000.0,2000.0,500.0,500.0,5560.448,,20300.442,0.063,3314.6505,0.407,0.018,3.4714,0.197,0.153,0.754,5.4906,232980.0,953,Medium
-102.1494288,32.88900689,-102.1494288,32.88900689,APA,12/14/2017,WOLFCAMP A,10378.0,1676.0,50.0,391.989,563.303,146.545,265.981,6498.128,,20092.255,0.056,4282.3555,0.622,0.013,2.9945,0.179,0.294,0.939,5.4529,279407.0,3007,High
-102.1233939,32.54235102,-102.1234533,32.54232694,PXD,12/31/2015,WOLFCAMP B,10421.0,1441.0,40.0,670.286,694.957,500.0,310.949,6573.528,493.345,20512.598,0.069,4415.8356,0.666,0.011,2.9516,0.183,0.257,0.949,6.2563,242763.0,466,Medium
-101.9730855,32.20485532,-101.9715368,32.19645894,PXD,8/8/2017,SPRABERRY LOWER SHALE,7928.0,1733.0,47.0,794.291,794.291,0.76,0.76,6373.868,,26226.38,0.052,3117.4082,0.339,0.015,2.5714,0.218,0.161,0.937,5.4936,197314.9375,4009,Low
-101.9673964,32.42972545,-101.9564675,32.39104489,CVX,12/7/2018,SPRABERRY LOWER SHALE,10154.0,2146.0,55.0,897.303,897.303,1.865,1.865,6209.681,,28054.555,0.048,2643.9086,0.3,0.014,2.6554,0.2,0.245,0.932,5.7729,409267.7188,4056,High
-101.3908853,31.03420484,-101.3908,31.03414397,FANG,8/25/2017,WOLFCAMP B,9786.0,1584.0,40.0,328.476,328.476,0.276,311.597,6900.67,119.654,6516.955,0.045,4431.9367,0.462,0.007,2.6944,0.152,0.222,0.941,5.5028,282120.625,239,High
-101.7992913,32.52682368,-101.7990717,32.52658081,PXD,6/23/2016,WOLFCAMP B,9902.0,1703.0,54.0,847.671,847.671,2.386,2.386,6589.991,483.976,30558.593,0.064,4436.0451,0.409,0.015,7.1319,0.189,0.274,0.943,6.7045,213551.0,424,Medium
-102.2967907,32.37477902,-102.2967066,32.37459954,PXD,10/9/2015,WOLFCAMP A,10028.0,1910.0,74.0,2000.0,2000.0,500.0,500.0,5870.929,,27766.275,0.058,3337.5686,0.544,0.004,2.969,0.19,0.271,0.788,7.4612,260355.0,5215,High
-101.9280836,31.65156788,-101.9280953,31.65156581,SEQUITUR,3/1/2018,WOLFCAMP B,7370.0,,51.0,1347.919,1247.114,80.639,68.858,6093.266,506.129,13017.952,0.054,3980.3629,0.664,0.007,2.5474,0.181,0.295,0.871,6.0941,134913.0,1673,Low
-101.7989158,32.44064796,-101.7888126,32.41428713,CVX,10/5/2018,SPRABERRY LOWER SHALE,7804.0,2071.0,50.0,858.544,858.544,0.136,0.136,6189.137,,25689.046,0.054,2473.1738,0.457,0.014,2.3473,0.236,0.145,0.953,4.5702,282642.0,4065,High
-102.2413818,32.00145493,-102.2416084,32.00156576,ENDVR,7/2/2019,WOLFCAMP A,9799.0,1987.0,52.0,133.928,133.928,272.563,272.563,6592.472,,23317.325,0.049,3824.9522,0.26,0.009,2.5369,0.161,0.373,0.943,6.3249,310728.4688,1812,High
-101.2019864,31.12552498,-101.2050456,31.15119291,ENDVR,3/12/2019,WOLFCAMP B,10297.0,1605.0,42.0,248.877,248.877,14.711,14.711,6841.172,281.726,22129.955,0.053,4423.5916,0.534,0.006,2.8463,0.167,0.285,0.979,5.9313,232945.7656,3733,Medium
-101.4570725,31.07123744,-101.4559295,31.04921691,PXD,6/26/2018,WOLFCAMP A,11228.0,2488.0,50.0,429.217,429.217,281.851,281.851,6606.326,,27680.074,0.061,3719.7236,0.288,0.007,2.7325,0.204,0.224,0.974,8.7683,391760.0,2995,High
-101.2323837,32.2759874,-101.2325197,32.27597412,CPE,2/3/2017,WOLFCAMP A,6832.0,2079.0,50.0,890.915,890.915,24.866,180.407,5539.874,,16469.369,0.062,2707.4618,0.381,0.018,2.9673,0.211,0.163,0.763,3.8259,263858.62,5932,High
-101.5103775,31.86976935,-101.510432,31.86997751,COP,4/19/2018,WOLFCAMP B,9411.0,1987.0,53.0,321.269,536.14,170.704,321.655,6577.763,302.111,17569.5415,0.05,3345.2624,0.403,0.017,2.4871,0.183,0.239,0.949,5.7459,218443.1875,3329,Medium
-102.0049779,31.67934562,-102.0049498,31.67934293,OVV,1/19/2018,SPRABERRY LOWER SHALE,9354.0,2040.0,47.0,550.452,522.264,258.569,270.753,6271.959,,21720.949,0.05,2565.0648,0.428,0.005,2.1242,0.204,0.123,0.93,5.1822,259308.0,1828,High
-101.5990503,31.01995873,-101.5990503,31.01995873,SABLE,12/12/2014,WOLFCAMP A,7144.0,958.0,26.0,439.647,439.647,311.322,311.322,4037.324,,19187.286,0.055,2738.1736,0.548,0.02,2.6537,0.215,0.33,0.811,3.8615,55673.0547,5439,Low
-101.6258968,32.07574577,-101.6258968,32.07574577,APA,7/24/2015,WOLFCAMP A,4408.0,2943.0,26.0,48.883,48.883,500.0,336.541,6328.917,,32278.377,0.051,3164.0738,0.3,0.009,2.5208,0.171,0.33,0.937,3.467,55974.0039,830,Low
-101.6505523,32.40974614,-101.6505523,32.40974614,PXD,8/12/2015,WOLFCAMP B,6182.0,1032.0,37.0,727.338,727.338,7.894,7.894,6572.11,426.566,19069.164,0.059,3914.9348,0.564,0.03,3.4589,0.096,0.331,0.936,3.729,81117.9531,6038,Low
-101.8290906,32.58308441,-101.828755,32.58258667,SM,7/19/2018,WOLFCAMP A,10315.0,1871.0,53.0,662.483,662.483,30.536,30.536,4605.368,,9680.311,0.037,2628.5529,0.507,0.017,2.1577,0.169,0.334,0.832,5.5623,284443.19,3031,High
-101.7989158,32.44064796,-101.7888126,32.41428713,CVX,10/5/2018,SPRABERRY LOWER SHALE,7804.0,2071.0,50.0,858.544,858.544,0.136,0.136,6189.137,,25689.046,0.054,2473.1738,0.457,0.014,2.3473,0.236,0.145,0.953,4.5702,282642.0,4065,High
-102.1228071,32.42033091,-102.1172267,32.39632988,PXD,1/26/2019,WOLFCAMP A,10487.0,1907.0,40.0,383.766,383.766,348.477,348.477,6031.654,,18139.238,0.053,3616.2534,0.395,0.009,2.6079,0.191,0.265,0.9,6.959,249672.6094,1495,High
-101.6281805,31.66881932,-101.62823,31.66882939,COP,1/23/2018,SPRABERRY MIDDLE,8535.0,2030.0,51.0,2000.0,1338.146,44.932,500.0,5464.995,,20940.817,0.065,1858.503,0.285,,2.6906,0.24,0.086,0.965,5.1858,214915.4375,3274,Medium
-102.4817904,32.40797605,-102.4817933,32.40790727,FANG,3/8/2017,SPRABERRY LOWER SHALE,10206.0,1578.0,42.0,1277.181,503.558,117.798,25.359,6445.494,,25331.443,0.057,3096.3674,0.331,0.012,2.6514,0.231,0.094,0.828,5.6628,236166.2813,5165,Medium
-102.1566307,31.67980201,-102.1490371,31.65069373,PXD,9/16/2017,WOLFCAMP B,7181.0,1990.0,43.0,1000.397,929.535,15.112,9.117,6837.364,340.717,20112.401,0.062,4214.5555,0.425,0.027,2.9476,0.194,0.213,0.941,5.3635,173622.3906,1942,Low
-101.5278843,32.3241769,-101.5280196,32.32407977,PXD,4/30/2018,WOLFCAMP B,12722.0,2555.0,57.0,751.697,954.38,500.0,13.4,6778.884,428.16,16631.205,0.05,4605.0158,0.475,0.014,2.8689,0.147,0.293,0.929,10.1464,237366.1719,6006,Medium
-101.9103827,31.9012466,-101.9103513,31.9012493,OXY,12/21/2015,SPRABERRY LOWER SHALE,10502.0,,,980.685,980.685,163.475,163.475,6182.156,,23323.335,0.066,2674.3477,0.507,0.013,2.6529,0.222,0.163,0.978,5.7678,111938.7813,4309,Low
-101.3917881,31.68001612,-101.3915311,31.68028453,LARIO,12/20/2015,WOLFCAMP A,9637.0,1461.0,39.0,323.971,323.971,0.521,314.439,6262.767,,24744.424,0.055,3900.4373,0.346,0.011,2.6212,0.18,0.325,0.925,4.9293,320439.0,3373,High
-101.6497782,31.7723989,-101.6496713,31.77139818,OVV,8/11/2017,DEAN,6958.0,1963.0,76.0,553.634,445.308,229.976,251.539,6272.163,,23452.767,0.054,2293.8362,0.425,,2.6222,0.234,0.146,0.967,4.3563,119948.9219,5796,Low
-101.296993,32.75565635,-101.2962906,32.75480603,PXD,1/27/2017,WOLFCAMP B,10602.0,1597.0,54.0,14.363,496.637,500.0,214.834,5918.71,490.176,15129.181,0.075,3644.8529,0.768,0.012,2.7232,0.199,0.254,0.938,6.7952,364013.8438,185,High
-101.4035899,30.71731385,,,PXD,1/30/2018,WOLFCAMP B,11106.0,3141.0,54.0,855.122,426.322,2.47,2.47,6886.328,261.452,10778.803,0.052,4147.7295,0.579,0.007,2.8478,0.165,0.246,0.975,9.9538,208969.0,3001,Low
-102.2759566,32.2255727,-102.2893796,32.261238,COP,5/7/2017,SPRABERRY LOWER SHALE,9490.0,2231.0,61.0,1006.799,827.641,33.914,55.602,6136.626,,27549.22,0.056,2976.2385,0.42,0.01,2.6127,0.237,0.142,0.964,6.1287,300978.0,2734,High
-101.9743509,31.31601029,-101.9743509,31.31601029,CRWNQST,10/31/2016,WOLFCAMP B,9873.0,1966.0,44.0,,,,,4674.398,339.164,8557.136,0.035,2886.3371,0.612,0.039,2.3696,0.17,0.27,0.764,5.4145,226712.5625,5046,Medium
-102.06253,33.03025368,-102.06253,33.03025368,DISCOVERY,4/26/2018,WOLFCAMP B,9821.0,1447.0,27.0,292.952,292.952,201.887,201.887,4639.427,564.347,15318.698,0.068,2709.0705,0.728,0.03,2.6786,0.214,0.244,0.963,4.6715,66967.9453,3771,Low
-101.5148961,32.69181944,-101.5148961,32.69181944,ESTE,9/17/2018,WOLFCAMP B,7453.0,2699.0,47.0,2000.0,2000.0,500.0,500.0,6050.11,470.323,16200.339,0.06,3570.1222,0.592,0.009,2.6895,0.21,0.249,0.809,4.8709,224128.0,202,Medium
-102.0246827,31.97110553,-102.0244694,31.97113369,PXD,12/13/2017,WOLFCAMP D,9756.0,1969.0,58.0,2000.0,885.766,2.863,500.0,7567.161,,17093.39,0.073,4991.7456,0.585,,2.3744,0.285,0.18,0.88,7.2813,315032.3438,4171,High
-102.0743787,32.07863539,-102.074202,32.07894847,INDEPENDENCE,2/17/2018,SPRABERRY LOWER SHALE,10024.0,,,622.654,66.803,373.644,5.859,6295.488,,13173.841,0.046,3552.172,0.475,0.005,2.1815,0.199,0.19,0.937,7.2516,214154.4375,1641,Medium
-102.4212122,32.93087377,-102.4211014,32.93082483,HUNT,4/2/2018,WOLFCAMP B,10032.0,1549.0,37.0,35.266,35.266,216.194,42.008,5978.276,475.454,13125.082,0.067,3614.1171,0.7,0.015,3.0644,0.186,0.244,0.815,5.75,288262.9063,550,High
-101.4115726,31.73259066,-101.414136,31.74092029,PXD,10/17/2016,WOLFCAMP C,9907.0,1716.0,55.0,873.987,873.987,10.302,10.302,6655.347,,25028.521,0.063,4650.3646,0.595,,3.0012,0.175,0.304,0.949,6.7493,215480.0,3394,Medium
-101.4570725,31.07123744,-101.4559295,31.04921691,PXD,6/26/2018,WOLFCAMP A,11228.0,2488.0,50.0,429.217,429.217,281.851,281.851,6606.326,,27680.074,0.061,3719.7236,0.288,0.007,2.7325,0.204,0.224,0.974,8.7683,391760.0,2995,High
-101.2837772,32.42090791,-101.2837772,32.42090791,PXD,6/17/2017,WOLFCAMP A,6578.0,1769.0,48.0,867.133,761.933,19.092,33.573,6148.484,,29608.219,0.055,3176.6644,0.294,0.014,2.9293,0.188,0.289,0.893,4.7241,95098.0,3491,Low
-101.9543916,32.35997086,-101.9543916,32.35997076,SURGE,12/24/2015,SPRABERRY LOWER SHALE,6676.0,1333.0,35.0,337.143,309.687,324.664,355.391,4865.846,,24011.702,0.057,1863.2506,0.471,0.012,2.2872,0.232,0.143,0.834,3.3541,101224.3516,1274,Low
-102.2485474,32.19101688,-102.239199,32.1594281,ENDVR,6/12/2018,WOLFCAMP A,7078.0,1596.0,40.0,747.68,747.68,271.104,271.104,6678.929,,26082.706,0.064,3522.8197,0.378,0.006,2.6357,0.206,0.209,0.943,4.4595,212107.4219,123,Medium
-101.2339832,31.12338497,-101.2326557,31.14664384,ENDVR,8/25/2017,SPRABERRY LOWER SHALE,7701.0,1592.0,41.0,551.247,423.659,363.085,375.582,6207.733,,29070.665,0.056,3072.2444,0.384,0.008,2.7506,0.223,0.138,0.978,4.6672,246738.9844,3718,Medium
-101.9556277,32.62715997,-101.9638527,32.65456401,PXD,5/4/2016,WOLFCAMP B,9838.0,1668.0,53.0,650.185,650.185,26.422,26.422,6422.72,484.212,27903.436,0.059,4423.6242,0.413,0.018,4.0722,0.174,0.309,0.927,6.5594,241846.0,473,Medium
-102.3738618,32.14704104,-102.3738618,32.14704104,ENDVR,2/19/2018,WOLFCAMP B,9586.0,1596.0,43.0,176.865,176.865,56.497,56.497,6367.869,470.934,16568.501,0.067,3927.0406,0.673,0.018,4.9137,0.206,0.248,0.94,5.5327,90905.625,43,Low
-102.4278838,32.18516872,-102.4277813,32.18505685,FANG,5/23/2018,WOLFCAMP A,7807.0,2011.0,65.0,652.989,652.989,9.596,9.596,6826.257,,18355.2,0.047,4196.5546,0.26,0.004,2.3835,0.173,0.33,0.821,5.4077,280410.0625,5158,High
-101.8034823,31.9769071,-101.8034367,31.9770836,XOM,8/18/2017,WOLFCAMP B,10309.0,1705.0,54.0,51.61,51.61,313.604,313.604,6829.933,403.627,11297.344,0.074,4556.3864,0.734,0.006,3.0086,0.169,0.242,0.936,6.1058,253312.875,1620,High
-102.2843814,31.66537677,-102.2840531,31.66497899,PXD,8/14/2017,WOLFCAMP B,9909.0,1716.0,54.0,741.238,778.267,4.382,0.242,6535.561,370.763,12118.347,0.062,4076.748,0.643,0.011,3.2187,0.172,0.282,0.882,6.7143,243997.4688,4168,Medium
